ADAMS,Adams (Pob.)
MAGSINGAL,San Vicente (Pob.)
MAGSINGAL,Santa Monica
MAGSINGAL,Sarsaracat
NAGBUKEL,Balaweg
NAGBUKEL,Bandril
NAGBUKEL,Bantugo
NAGBUKEL,Cadacad
NAGBUKEL,Casilagan
NAGBUKEL,Casocos
NAGBUKEL,Lapting
NAGBUKEL,Mapisi
NAGBUKEL,Mission
NAGBUKEL,Poblacion East
NAGBUKEL,Poblacion West
NAGBUKEL,Taleb
NARVACAN,Abuor
NARVACAN,Ambulogan
NARVACAN,Aquib
NARVACAN,Banglayan
NARVACAN,Bulanos
NARVACAN,Cadacad
NARVACAN,Cagayungan
NARVACAN,Camarao
NARVACAN,Casilagan
NARVACAN,Codoog
NARVACAN,Dasay
NARVACAN,Dinalaoan
NARVACAN,Estancia
NARVACAN,Lanipao
NARVACAN,Lungog
NARVACAN,Margaay
NARVACAN,Marozo
NARVACAN,Naguneg
NARVACAN,Orence
NARVACAN,Pantoc
NARVACAN,Paratong
NARVACAN,Parparia
NARVACAN,Quinarayan
NARVACAN,Rivadavia
NARVACAN,San Antonio
NARVACAN,San Jose (Pob.)
NARVACAN,San Pablo
NARVACAN,San Pedro
NARVACAN,Santa Lucia (Pob.)
NARVACAN,Sarmingan
NARVACAN,Sucoc
NARVACAN,Sulvec
NARVACAN,Turod
NARVACAN,Bantay Abot
QUIRINO (ANGKAKI),Banoen
QUIRINO (ANGKAKI),Cayus
QUIRINO (ANGKAKI),Patungcaleo (Lamag)
QUIRINO (ANGKAKI),Malideg
QUIRINO (ANGKAKI),Namitpit
QUIRINO (ANGKAKI),Patiacan
QUIRINO (ANGKAKI),Legleg (Pob.)
QUIRINO (ANGKAKI),Suagayan
QUIRINO (ANGKAKI),Lamag (Tubtuba)
SALCEDO (BAUGEN),Atabay
SALCEDO (BAUGEN),Calangcuasan
SALCEDO (BAUGEN),Balidbid
SALCEDO (BAUGEN),Baluarte
SALCEDO (BAUGEN),Baybayading
SALCEDO (BAUGEN),Boguibog
SALCEDO (BAUGEN),Bulala-Leguey
SALCEDO (BAUGEN),Kaliwakiw
SALCEDO (BAUGEN),Culiong
SALCEDO (BAUGEN),Dinaratan
SALCEDO (BAUGEN),Kinmarin
SALCEDO (BAUGEN),Lucbuban
SALCEDO (BAUGEN),Madarang
SALCEDO (BAUGEN),Maligcong
SALCEDO (BAUGEN),Pias
SALCEDO (BAUGEN),Poblacion Norte
SALCEDO (BAUGEN),Poblacion Sur
SALCEDO (BAUGEN),San Gaspar
SALCEDO (BAUGEN),San Tiburcio
SALCEDO (BAUGEN),Sorioan
SALCEDO (BAUGEN),Ubbog
SAN EMILIO,Cabaroan (Pob.)
SAN EMILIO,Kalumsing
SAN EMILIO,Lancuas
SAN EMILIO,Matibuey
SAN EMILIO,Paltoc
SAN EMILIO,Sibsibbu
SAN EMILIO,Tiagan
SAN EMILIO,San Miliano
SAN ESTEBAN,Ansad
SAN ESTEBAN,Apatot
SAN ESTEBAN,Bateria
SAN ESTEBAN,Cabaroan
SAN ESTEBAN,Cappa-cappa
SAN ESTEBAN,Poblacion
SAN ESTEBAN,San Nicolas
SAN ESTEBAN,San Pablo
SAN ESTEBAN,San Rafael
SAN ESTEBAN,Villa Quirino
SAN ILDEFONSO,Arnap
SAN ILDEFONSO,Bahet
SAN ILDEFONSO,Belen
SAN ILDEFONSO,Bungro
SAN ILDEFONSO,Busiing Sur
SAN ILDEFONSO,Busiing Norte
SAN ILDEFONSO,Dongalo
SAN ILDEFONSO,Gongogong
SAN ILDEFONSO,Iboy
SAN ILDEFONSO,Otol-Patac
SAN ILDEFONSO,Poblacion East
SAN ILDEFONSO,Poblacion West
SAN ILDEFONSO,Kinamantirisan
SAN ILDEFONSO,Sagneb
SAN ILDEFONSO,Sagsagat
SAN JUAN (LAPOG),Bacsil
SAN JUAN (LAPOG),Baliw
SAN JUAN (LAPOG),Bannuar (Pob.)
SAN JUAN (LAPOG),Barbar
SAN JUAN (LAPOG),Cabanglotan
SAN JUAN (LAPOG),Cacandongan
SAN JUAN (LAPOG),Camanggaan
SAN JUAN (LAPOG),Camindoroan
SAN JUAN (LAPOG),Caronoan
SAN JUAN (LAPOG),Darao
SAN JUAN (LAPOG),Dardarat
SAN JUAN (LAPOG),Guimod Norte
SAN JUAN (LAPOG),Guimod Sur
SAN JUAN (LAPOG),Immayos Norte
SAN JUAN (LAPOG),Immayos Sur
SAN JUAN (LAPOG),Labnig
SAN JUAN (LAPOG),Lapting
SAN JUAN (LAPOG),Lira (Pob.)
SAN JUAN (LAPOG),Malamin
SAN JUAN (LAPOG),Muraya
SAN JUAN (LAPOG),Nagsabaran
SAN JUAN (LAPOG),Nagsupotan
SAN JUAN (LAPOG),Pandayan (Pob.)
SAN JUAN (LAPOG),Refaro
SAN JUAN (LAPOG),Resurreccion (Pob.)
SAN JUAN (LAPOG),Sabangan
SAN JUAN (LAPOG),San Isidro
SAN JUAN (LAPOG),Saoang
SAN JUAN (LAPOG),Solotsolot
SAN JUAN (LAPOG),Sunggiam
SAN JUAN (LAPOG),Surngit
SAN JUAN (LAPOG),Asilang
SAN VICENTE,Bantaoay
SAN VICENTE,Bayubay Norte
SAN VICENTE,Bayubay Sur
SAN VICENTE,Lubong
SAN VICENTE,Poblacion
SAN VICENTE,Pudoc
SAN VICENTE,San Sebastian
SANTA,Ampandula
SANTA,Banaoang
SANTA,Basug
SANTA,Bucalag
SANTA,Cabangaran
SANTA,Calungboyan
SANTA,Casiber
SANTA,Dammay
SANTA,Labut Norte
SANTA,Labut Sur
SANTA,Mabilbila Sur
SANTA,Mabilbila Norte
SANTA,Magsaysay District (Pob.)
SANTA,Manueva
SANTA,Marcos (Pob.)
SANTA,Nagpanaoan
SANTA,Namalangan
SANTA,Oribi
SANTA,Pasungol
SANTA,Quezon (Pob.)
SANTA,Quirino (Pob.)
SANTA,Rancho
SANTA,Rizal
SANTA,Sacuyya Norte
SANTA,Sacuyya Sur
SANTA,Tabucolan
SANTA CATALINA,Cabaroan
SANTA CATALINA,Cabittaogan
SANTA CATALINA,Cabuloan
SANTA CATALINA,Pangada
SANTA CATALINA,Paratong
SANTA CATALINA,Poblacion
SANTA CATALINA,Sinabaan
SANTA CATALINA,Subec
SANTA CATALINA,Tamorong
SANTA CRUZ,Amarao
SANTA CRUZ,Babayoan
SANTA CRUZ,Bacsayan
SANTA CRUZ,Banay
SANTA CRUZ,Bayugao Este
SANTA CRUZ,Bayugao Oeste
SANTA CRUZ,Besalan
SANTA CRUZ,Bugbuga
SANTA CRUZ,Calaoaan
SANTA CRUZ,Camanggaan
SANTA CRUZ,Candalican
SANTA CRUZ,Capariaan
SANTA CRUZ,Casilagan
SANTA CRUZ,Coscosnong
SANTA CRUZ,Daligan
SANTA CRUZ,Dili
SANTA CRUZ,Gabor Norte
SANTA CRUZ,Gabor Sur
SANTA CRUZ,Lalong
SANTA CRUZ,Lantag
SANTA CRUZ,Las-ud
SANTA CRUZ,Mambog
SANTA CRUZ,Mantanas
SANTA CRUZ,Nagtengnga
SANTA CRUZ,Padaoil
SANTA CRUZ,Paratong
SANTA CRUZ,Pattiqui
SANTA CRUZ,Pidpid
SANTA CRUZ,Pilar
SANTA CRUZ,Pinipin
SANTA CRUZ,Poblacion Este
SANTA CRUZ,Poblacion Norte
SANTA CRUZ,Poblacion Weste
SANTA CRUZ,Poblacion Sur
SANTA CRUZ,Quinfermin
SANTA CRUZ,Quinsoriano
SANTA CRUZ,Sagat
SANTA CRUZ,San Antonio
SANTA CRUZ,San Jose
SANTA CRUZ,San Pedro
SANTA CRUZ,Saoat
SANTA CRUZ,Sevilla
SANTA CRUZ,Sidaoen
SANTA CRUZ,Suyo
SANTA CRUZ,Tampugo
SANTA CRUZ,Turod
SANTA CRUZ,Villa Garcia
SANTA CRUZ,Villa Hermosa
SANTA CRUZ,Villa Laurencia
SANTA LUCIA,Alincaoeg
SANTA LUCIA,Angkileng
SANTA LUCIA,Arangin
SANTA LUCIA,Ayusan (Pob.)
SANTA LUCIA,Banbanaba
SANTA LUCIA,Bao-as
SANTA LUCIA,Barangobong (Pob.)
SANTA LUCIA,Buliclic
SANTA LUCIA,Burgos (Pob.)
SANTA LUCIA,Cabaritan
SANTA LUCIA,Catayagan
SANTA LUCIA,Conconig East
SANTA LUCIA,Conconig West
SANTA LUCIA,Damacuag
SANTA LUCIA,Lubong
SANTA LUCIA,Luba
SANTA LUCIA,Nagrebcan
SANTA LUCIA,Nagtablaan
SANTA LUCIA,Namatican
SANTA LUCIA,Nangalisan
SANTA LUCIA,Palali Norte
SANTA LUCIA,Palali Sur
SANTA LUCIA,Paoc Norte
SANTA LUCIA,Paoc Sur
SANTA LUCIA,Paratong
SANTA LUCIA,Pila East
SANTA LUCIA,Pila West
SANTA LUCIA,Quinabalayangan
SANTA LUCIA,Ronda
SANTA LUCIA,Sabuanan
SANTA LUCIA,San Juan
SANTA LUCIA,San Pedro
SANTA LUCIA,Sapang
SANTA LUCIA,Suagayan
SANTA LUCIA,Vical
SANTA LUCIA,Bani
SANTA MARIA,Ag-agrao
SANTA MARIA,Ampuagan
SANTA MARIA,Baballasioan
SANTA MARIA,Baliw Daya
SANTA MARIA,Baliw Laud
SANTA MARIA,Bia-o
SANTA MARIA,Butir
SANTA MARIA,Cabaroan
SANTA MARIA,Danuman East
SANTA MARIA,Danuman West
SANTA MARIA,Dunglayan
SANTA MARIA,Gusing
SANTA MARIA,Langaoan
SANTA MARIA,Laslasong Norte
SANTA MARIA,Laslasong Sur
SANTA MARIA,Laslasong West
SANTA MARIA,Lesseb
SANTA MARIA,Lingsat
SANTA MARIA,Lubong
SANTA MARIA,Maynganay Norte
SANTA MARIA,Maynganay Sur
SANTA MARIA,Nagsayaoan
SANTA MARIA,Nagtupacan
SANTA MARIA,Nalvo
SANTA MARIA,Pacang
SANTA MARIA,Penned
SANTA MARIA,Poblacion Norte
SANTA MARIA,Poblacion Sur
SANTA MARIA,Silag
SANTA MARIA,Sumagui
SANTA MARIA,Suso
SANTA MARIA,Tangaoan
SANTA MARIA,Tinaan
SANTIAGO,Al-aludig
SANTIAGO,Ambucao
SANTIAGO,San Jose (Baraoas)
SANTIAGO,Baybayabas
SANTIAGO,Bigbiga
SANTIAGO,Bulbulala
SANTIAGO,Busel-busel
SANTIAGO,Butol
SANTIAGO,Caburao
SANTIAGO,Dan-ar
SANTIAGO,Gabao
SANTIAGO,Guinabang
SANTIAGO,Imus
SANTIAGO,Lang-ayan
SANTIAGO,Mambug
SANTIAGO,Nalasin
SANTIAGO,Olo-olo Norte
SANTIAGO,Olo-olo Sur
SANTIAGO,Poblacion Norte
SANTIAGO,Poblacion Sur
SANTIAGO,Sabangan
SANTIAGO,Salincub
SANTIAGO,San Roque
SANTIAGO,Ubbog
SANTO DOMINGO,Binalayangan
SANTO DOMINGO,Binongan
SANTO DOMINGO,Borobor
SANTO DOMINGO,Cabaritan
SANTO DOMINGO,Cabigbigaan
SANTO DOMINGO,Calautit
SANTO DOMINGO,Calay-ab
SANTO DOMINGO,Camestizoan
SANTO DOMINGO,Casili
SANTO DOMINGO,Flora
SANTO DOMINGO,Lagatit
SANTO DOMINGO,Laoingen
SANTO DOMINGO,Lussoc
SANTO DOMINGO,Nalasin
SANTO DOMINGO,Nagbettedan
SANTO DOMINGO,Naglaoa-an
SANTO DOMINGO,Nambaran
SANTO DOMINGO,Nanerman
SANTO DOMINGO,Napo
SANTO DOMINGO,Padu Chico
SANTO DOMINGO,Padu Grande
SANTO DOMINGO,Paguraper
SANTO DOMINGO,Panay
SANTO DOMINGO,Pangpangdan
SANTO DOMINGO,Parada
SANTO DOMINGO,Paras
SANTO DOMINGO,Poblacion
SANTO DOMINGO,Puerta Real
SANTO DOMINGO,Pussuac
SANTO DOMINGO,Quimmarayan
SANTO DOMINGO,San Pablo
SANTO DOMINGO,Santa Cruz
SANTO DOMINGO,Santo Tomas
SANTO DOMINGO,Sived
SANTO DOMINGO,Vacunero
SANTO DOMINGO,Suksukit
SIGAY,Abaccan
SIGAY,Mabileg
SIGAY,Matallucod
SIGAY,Poblacion (Madayaw)
SIGAY,San Elias
SIGAY,San Ramon
SIGAY,Santo Rosario
SINAIT,Aguing
SINAIT,Ballaigui (Pob.)
SINAIT,Baliw
SINAIT,Baracbac
SINAIT,Barikir
SINAIT,Battog
SINAIT,Binacud
SINAIT,Cabangtalan
SINAIT,Cabarambanan
SINAIT,Cabulalaan
SINAIT,Cadanglaan
SINAIT,Calingayan
SINAIT,Curtin
SINAIT,Dadalaquiten Norte
SINAIT,Dadalaquiten Sur
SINAIT,Duyayyat
SINAIT,Jordan
SINAIT,Calanutian
SINAIT,Katipunan
SINAIT,Macabiag (Pob.)
SINAIT,Magsaysay
SINAIT,Marnay
SINAIT,Masadag
SINAIT,Nagcullooban
SINAIT,Nagbalioartian
SINAIT,Nagongburan
SINAIT,Namnama (Pob.)
SINAIT,Pacis
SINAIT,Paratong
SINAIT,Dean Leopoldo Yabes (Pug-os)
SINAIT,Purag
SINAIT,Quibit-quibit
SINAIT,Quimmallogong
SINAIT,Rang-ay (Pob.)
SINAIT,Ricudo
SINAIT,Saba├▒gan (Marcos)
SINAIT,Sallacapo
SINAIT,Santa Cruz
SINAIT,Sapriana
SINAIT,Tapao
SINAIT,Teppeng
SINAIT,Tubigay
SINAIT,Ubbog
SINAIT,Zapat
SUGPON,Banga
SUGPON,Caoayan
SUGPON,Licungan (Cullang)
SUGPON,Danac
SUGPON,Pangotan
SUGPON,Balbalayang (Pob.)
SUYO,Baringcucurong
SUYO,Cabugao
SUYO,Man-atong
SUYO,Patoc-ao
SUYO,Poblacion (Kimpusa)
SUYO,Suyo Proper
SUYO,Urzadan
SUYO,Uso
TAGUDIN,Ag-aguman
TAGUDIN,Ambalayat
TAGUDIN,Baracbac
TAGUDIN,Bario-an
TAGUDIN,Baritao
TAGUDIN,Borono
TAGUDIN,Becques
TAGUDIN,Bimmanga
TAGUDIN,Bio
TAGUDIN,Bitalag
TAGUDIN,Bucao East
TAGUDIN,Bucao West
TAGUDIN,Cabaroan
TAGUDIN,Cabugbugan
TAGUDIN,Cabulanglangan
TAGUDIN,Dacutan
TAGUDIN,Dardarat
TAGUDIN,Del Pilar (Pob.)
TAGUDIN,Farola
TAGUDIN,Gabur
TAGUDIN,Garitan
TAGUDIN,Jardin
TAGUDIN,Lacong
TAGUDIN,Lantag
TAGUDIN,Las-ud
TAGUDIN,Libtong
TAGUDIN,Lubnac
TAGUDIN,Magsaysay (Pob.)
TAGUDIN,Malaca├▒ang
TAGUDIN,Pacac
TAGUDIN,Pallogan
TAGUDIN,Pudoc East
TAGUDIN,Pudoc West
TAGUDIN,Pula
TAGUDIN,Quirino (Pob.)
TAGUDIN,Ranget
TAGUDIN,Rizal (Pob.)
TAGUDIN,Salvacion
TAGUDIN,San Miguel
TAGUDIN,Sawat
TAGUDIN,Tallaoen
TAGUDIN,Tampugo
TAGUDIN,Tarangotong
CITY OF VIGAN (Capital),Ayusan Norte
CITY OF VIGAN (Capital),Ayusan Sur
CITY OF VIGAN (Capital),Barangay I (Pob.)
CITY OF VIGAN (Capital),Barangay II (Pob.)
CITY OF VIGAN (Capital),Barangay III (Pob.)
CITY OF VIGAN (Capital),Barangay IV (Pob.)
CITY OF VIGAN (Capital),Barangay V (Pob.)
CITY OF VIGAN (Capital),Barangay VI (Pob.)
CITY OF VIGAN (Capital),Barraca
CITY OF VIGAN (Capital),Beddeng Laud
CITY OF VIGAN (Capital),Beddeng Daya
CITY OF VIGAN (Capital),Bongtolan
CITY OF VIGAN (Capital),Bulala
CITY OF VIGAN (Capital),Cabalangegan
CITY OF VIGAN (Capital),Cabaroan Daya
CITY OF VIGAN (Capital),Cabaroan Laud
CITY OF VIGAN (Capital),Camangaan
CITY OF VIGAN (Capital),Capangpangan
CITY OF VIGAN (Capital),Mindoro
CITY OF VIGAN (Capital),Nagsangalan
CITY OF VIGAN (Capital),Pantay Daya
CITY OF VIGAN (Capital),Pantay Fatima
CITY OF VIGAN (Capital),Pantay Laud
CITY OF VIGAN (Capital),Paoa
CITY OF VIGAN (Capital),Paratong
CITY OF VIGAN (Capital),Pong-ol
CITY OF VIGAN (Capital),Purok-a-bassit
CITY OF VIGAN (Capital),Purok-a-dackel
CITY OF VIGAN (Capital),Raois
CITY OF VIGAN (Capital),Rugsuanan
CITY OF VIGAN (Capital),Salindeg
CITY OF VIGAN (Capital),San Jose
CITY OF VIGAN (Capital),San Julian Norte
CITY OF VIGAN (Capital),San Julian Sur
CITY OF VIGAN (Capital),San Pedro
CITY OF VIGAN (Capital),Tamag
CITY OF VIGAN (Capital),Barangay VII
CITY OF VIGAN (Capital),Barangay VIII
CITY OF VIGAN (Capital),Barangay IX
AGOO,Ambitacay
AGOO,Balawarte
AGOO,Capas
AGOO,Consolacion (Pob.)
AGOO,Macalva Central
AGOO,Macalva Norte
AGOO,Macalva Sur
AGOO,Nazareno
AGOO,Purok
AGOO,San Agustin East
AGOO,San Agustin Norte
AGOO,San Agustin Sur
AGOO,San Antonino
AGOO,San Antonio
AGOO,San Francisco
AGOO,San Isidro
AGOO,San Joaquin Norte
AGOO,San Joaquin Sur
AGOO,San Jose Norte
AGOO,San Jose Sur
AGOO,San Juan
AGOO,San Julian Central
AGOO,San Julian East
AGOO,San Julian Norte
AGOO,San Julian West
AGOO,San Manuel Norte
AGOO,San Manuel Sur
AGOO,San Marcos
AGOO,San Miguel
AGOO,San Nicolas Central (Pob.)
AGOO,San Nicolas East
AGOO,San Nicolas Norte (Pob.)
AGOO,San Nicolas West
AGOO,San Nicolas Sur (Pob.)
AGOO,San Pedro
AGOO,San Roque West
AGOO,San Roque East
AGOO,San Vicente Norte
AGOO,San Vicente Sur
AGOO,Santa Ana
AGOO,Santa Barbara (Pob.)
AGOO,Santa Fe
AGOO,Santa Maria
AGOO,Santa Monica
AGOO,Santa Rita (Nalinac)
AGOO,Santa Rita East
AGOO,Santa Rita Norte
AGOO,Santa Rita Sur
AGOO,Santa Rita West
ARINGAY,Alaska
ARINGAY,Basca
ARINGAY,Dulao
ARINGAY,Gallano
ARINGAY,Macabato
ARINGAY,Manga
ARINGAY,Pangao-aoan East
ARINGAY,Pangao-aoan West
ARINGAY,Poblacion
ARINGAY,Samara
ARINGAY,San Antonio
ARINGAY,San Benito Norte
ARINGAY,San Benito Sur
ARINGAY,San Eugenio
ARINGAY,San Juan East
ARINGAY,San Juan West
ARINGAY,San Simon East
ARINGAY,San Simon West
ARINGAY,Santa Cecilia
ARINGAY,Santa Lucia
ARINGAY,Santa Rita East
ARINGAY,Santa Rita West
ARINGAY,Santo Rosario East
ARINGAY,Santo Rosario West
BACNOTAN,Agtipal
BACNOTAN,Arosip
BACNOTAN,Bacqui
BACNOTAN,Bacsil
BACNOTAN,Bagutot
BACNOTAN,Ballogo
BACNOTAN,Baroro
BACNOTAN,Bitalag
BACNOTAN,Bulala
BACNOTAN,Burayoc
BACNOTAN,Bussaoit
BACNOTAN,Cabaroan
BACNOTAN,Cabarsican
BACNOTAN,Cabugao
BACNOTAN,Calautit
BACNOTAN,Carcarmay
BACNOTAN,Casiaman
BACNOTAN,Galongen
BACNOTAN,Guinabang
BACNOTAN,Legleg
BACNOTAN,Lisqueb
BACNOTAN,Mabanengbeng 1st
BACNOTAN,Mabanengbeng 2nd
BACNOTAN,Maragayap
BACNOTAN,Nangalisan
BACNOTAN,Nagatiran
BACNOTAN,Nagsaraboan
BACNOTAN,Nagsimbaanan
BACNOTAN,Narra
BACNOTAN,Ortega
BACNOTAN,Paagan
BACNOTAN,Pandan
BACNOTAN,Pang-pang
BACNOTAN,Poblacion
BACNOTAN,Quirino
BACNOTAN,Raois
BACNOTAN,Salincob
BACNOTAN,San Martin
BACNOTAN,Santa Cruz
BACNOTAN,Santa Rita
BACNOTAN,Sapilang
BACNOTAN,Sayoan
BACNOTAN,Sipulo
BACNOTAN,Tammocalao
BACNOTAN,Ubbog
BACNOTAN,Oya-oy
BACNOTAN,Zaragosa
BAGULIN,Alibangsay
BAGULIN,Baay
BAGULIN,Cambaly
BAGULIN,Cardiz
BAGULIN,Dagup
BAGULIN,Libbo
BAGULIN,Suyo (Pob.)
BAGULIN,Tagudtud
BAGULIN,Tio-angan
BAGULIN,Wallayan
BALAOAN,Apatut
BALAOAN,Ar-arampang
BALAOAN,Baracbac Este
BALAOAN,Baracbac Oeste
BALAOAN,Bet-ang
BALAOAN,Bulbulala
BALAOAN,Bungol
BALAOAN,Butubut Este
BALAOAN,Butubut Norte
BALAOAN,Butubut Oeste
BALAOAN,Butubut Sur
BALAOAN,Cabuaan Oeste (Pob.)
BALAOAN,Calliat
BALAOAN,Calungbuyan
BALAOAN,Camiling
BALAOAN,Guinaburan
BALAOAN,Masupe
BALAOAN,Nagsabaran Norte
BALAOAN,Nagsabaran Sur
BALAOAN,Nalasin
BALAOAN,Napaset
BALAOAN,Pagbennecan
BALAOAN,Pagleddegan
BALAOAN,Pantar Norte
BALAOAN,Pantar Sur
BALAOAN,Pa-o
BALAOAN,Almieda
BALAOAN,Paraoir
BALAOAN,Patpata
BALAOAN,Dr. Camilo Osias Pob. (Cabuaan Este)
BALAOAN,Sablut
BALAOAN,San Pablo
BALAOAN,Sinapangan Norte
BALAOAN,Sinapangan Sur
BALAOAN,Tallipugo
BALAOAN,Antonino
BANGAR,Agdeppa
BANGAR,Alzate
BANGAR,Bangaoilan East
BANGAR,Bangaoilan West
BANGAR,Barraca
BANGAR,Cadapli
BANGAR,Caggao
BANGAR,Consuegra
BANGAR,General Prim East
BANGAR,General Prim West
BANGAR,General Terrero
BANGAR,Luzong Norte
BANGAR,Luzong Sur
BANGAR,Maria Cristina East
BANGAR,Maria Cristina West
BANGAR,Mindoro
BANGAR,Nagsabaran
BANGAR,Paratong Norte
BANGAR,Paratong No. 3
BANGAR,Paratong No. 4
BANGAR,Central East No. 1 (Pob.)
BANGAR,Central East No. 2 (Pob.)
BANGAR,Central West No. 1 (Pob.)
BANGAR,Central West No. 2 (Pob.)
BANGAR,Central West No. 3 (Pob.)
BANGAR,Quintarong
BANGAR,Reyna Regente
BANGAR,Rissing
BANGAR,San Blas
BANGAR,San Cristobal
BANGAR,Sinapangan Norte
BANGAR,Sinapangan Sur
BANGAR,Ubbog
BAUANG,Acao
BAUANG,Baccuit Norte
BAUANG,Baccuit Sur
BAUANG,Bagbag
BAUANG,Ballay
BAUANG,Bawanta
BAUANG,Boy-utan
BAUANG,Bucayab
BAUANG,Cabalayangan
BAUANG,Cabisilan
BAUANG,Calumbaya
BAUANG,Carmay
BAUANG,Casilagan
BAUANG,Central East (Pob.)
BAUANG,Central West (Pob.)
BAUANG,Dili
BAUANG,Disso-or
BAUANG,Guerrero
BAUANG,Nagrebcan
BAUANG,Pagdalagan Sur
BAUANG,Palintucang
BAUANG,Palugsi-Limmansangan
BAUANG,Parian Oeste
BAUANG,Parian Este
BAUANG,Paringao
BAUANG,Payocpoc Norte Este
BAUANG,Payocpoc Norte Oeste
BAUANG,Payocpoc Sur
BAUANG,Pilar
BAUANG,Pudoc
BAUANG,Pottot
BAUANG,Pugo
BAUANG,Quinavite
BAUANG,Lower San Agustin
BAUANG,Santa Monica
BAUANG,Santiago
BAUANG,Taberna
BAUANG,Upper San Agustin
BAUANG,Urayong
BURGOS,Agpay
BURGOS,Bilis
BURGOS,Caoayan
BURGOS,Dalacdac
BURGOS,Delles
BURGOS,Imelda
BURGOS,Libtong
BURGOS,Linuan
BURGOS,New Poblacion
BURGOS,Old Poblacion
BURGOS,Lower Tumapoc
BURGOS,Upper Tumapoc
CABA,Bautista
CABA,Gana
CABA,Juan Cartas
CABA,Las-ud
CABA,Liquicia
CABA,Poblacion Norte
CABA,Poblacion Sur
CABA,San Carlos
CABA,San Cornelio
CABA,San Fermin
CABA,San Gregorio
CABA,San Jose
CABA,Santiago Norte
CABA,Santiago Sur
CABA,Sobredillo
CABA,Urayong
CABA,Wenceslao
LUNA,Alcala (Pob.)
LUNA,Ayaoan
LUNA,Barangobong
LUNA,Barrientos
LUNA,Bungro
LUNA,Buselbusel
LUNA,Cabalitocan
LUNA,Cantoria No. 1
LUNA,Cantoria No. 2
LUNA,Cantoria No. 3
LUNA,Cantoria No. 4
LUNA,Carisquis
LUNA,Darigayos
LUNA,Magallanes (Pob.)
LUNA,Magsiping
LUNA,Mamay
LUNA,Nagrebcan
LUNA,Nalvo Norte
LUNA,Nalvo Sur
LUNA,Napaset
LUNA,Oaqui No. 1
LUNA,Oaqui No. 2
LUNA,Oaqui No. 3
LUNA,Oaqui No. 4
LUNA,Pila
LUNA,Pitpitac
LUNA,Rimos No. 1
LUNA,Rimos No. 2
LUNA,Rimos No. 3
LUNA,Rimos No. 4
LUNA,Rimos No. 5
LUNA,Rissing
LUNA,Salcedo (Pob.)
LUNA,Santo Domingo Norte
LUNA,Santo Domingo Sur
LUNA,Sucoc Norte
LUNA,Sucoc Sur
LUNA,Suyo
LUNA,Tallaoen
LUNA,Victoria (Pob.)
NAGUILIAN,Aguioas
NAGUILIAN,Al-alinao Norte
NAGUILIAN,Al-alinao Sur
NAGUILIAN,Ambaracao Norte
NAGUILIAN,Ambaracao Sur
NAGUILIAN,Angin
NAGUILIAN,Balecbec
NAGUILIAN,Bancagan
NAGUILIAN,Baraoas Norte
NAGUILIAN,Baraoas Sur
NAGUILIAN,Bariquir
NAGUILIAN,Bato
NAGUILIAN,Bimmotobot
NAGUILIAN,Cabaritan Norte
NAGUILIAN,Cabaritan Sur
NAGUILIAN,Casilagan
NAGUILIAN,Dal-lipaoen
NAGUILIAN,Daramuangan
NAGUILIAN,Guesset
NAGUILIAN,Gusing Norte
NAGUILIAN,Gusing Sur
NAGUILIAN,Imelda
NAGUILIAN,Lioac Norte
NAGUILIAN,Lioac Sur
NAGUILIAN,Magungunay
NAGUILIAN,Mamat-ing Norte
NAGUILIAN,Mamat-ing Sur
NAGUILIAN,Nagsidorisan
NAGUILIAN,Natividad (Pob.)
NAGUILIAN,Ortiz (Pob.)
NAGUILIAN,Ribsuan
NAGUILIAN,San Antonio
NAGUILIAN,San Isidro
NAGUILIAN,Sili
NAGUILIAN,Suguidan Norte
NAGUILIAN,Suguidan Sur
NAGUILIAN,Tuddingan
PUGO,Ambalite
PUGO,Ambangonan
PUGO,Cares
PUGO,Cuenca
PUGO,Duplas
PUGO,Maoasoas Norte
PUGO,Maoasoas Sur
PUGO,Palina
PUGO,Poblacion East
PUGO,San Luis
PUGO,Saytan
PUGO,Tavora East
PUGO,Tavora Proper
PUGO,Poblacion West
ROSARIO,Alipang
ROSARIO,Ambangonan
ROSARIO,Amlang
ROSARIO,Bacani
ROSARIO,Bangar
ROSARIO,Bani
ROSARIO,Benteng-Sapilang
ROSARIO,Cadumanian
ROSARIO,Camp One
ROSARIO,Carunuan East
ROSARIO,Carunuan West
ROSARIO,Casilagan
ROSARIO,Cataguingtingan
ROSARIO,Concepcion
ROSARIO,Damortis
ROSARIO,Gumot-Nagcolaran
ROSARIO,Inabaan Norte
ROSARIO,Inabaan Sur
ROSARIO,Nagtagaan
ROSARIO,Nangcamotian
ROSARIO,Parasapas
ROSARIO,Poblacion East
ROSARIO,Poblacion West
ROSARIO,Puzon
ROSARIO,Rabon
ROSARIO,San Jose
ROSARIO,Marcos
ROSARIO,Subusub
ROSARIO,Tabtabungao
ROSARIO,Tanglag
ROSARIO,Tay-ac
ROSARIO,Udiao
ROSARIO,Vila
CITY OF SAN FERNANDO (Capital),Abut
CITY OF SAN FERNANDO (Capital),Apaleng
CITY OF SAN FERNANDO (Capital),Bacsil
CITY OF SAN FERNANDO (Capital),Bangbangolan
CITY OF SAN FERNANDO (Capital),Bangcusay
